"/Users/gong/Documents/github/MTG/ICASSP2016/exampleAudios/06/student.mp3",0.464399092,0.249614513,394.433
,0.719818593,0.545668935,363.933
,1.329342403,0.580498866,302.92
,1.915646258,0.249614512,344.227
,2.234920634,0.214784581,386.924
,2.455510203,0.179954649,439.351
,2.641269840,0.121904762,363.875
,3.070839001,0.441179139,342.212
,3.517823128,1.358367347,360.043
,5.073560090,0.313469388,311.224
,5.416054421,0.429569161,238.917
,6.263582766,0.348299319,276.749
,6.669931972,0.191564626,228.875
,6.936961450,0.481814059,276.092
,7.424580498,0.145124717,230.508
,7.575510203,0.226394558,261.641
,8.179229024,0.365714286,227.164
